actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
Takuya Kimura,Simón Andreu,Shawn Yue,Tran Anh Hung,Thriller,i come with the rain,Takuya Kimura Simón Andreu Shawn Yue Tran Anh Hung Thriller
Tom Berenger,Joaquim de Almeida,Mark Moses,Lance Hool,Action|Drama|History|Romance|War|Western,one man's hero,Tom Berenger Joaquim de Almeida Mark Moses Lance Hool Action|Drama|History|Romance|War|Western
Greg Nicotero,John Amplas,Joseph Pilato,George A. Romero,Horror,day of the dead,Greg Nicotero John Amplas Joseph Pilato George A. Romero Horror
Sam Trammell,Rebecca De Mornay,Amanda Schull,Chuck Russell,Action|Crime|Drama|Thriller,i am wrath,Sam Trammell Rebecca De Mornay Amanda Schull Chuck Russell Action|Crime|Drama|Thriller
Romola Garai,Catherine McCormack,Kevork Malikyan,Christian Volckman,Action|Animation|Sci-Fi|Thriller,renaissance,Romola Garai Catherine McCormack Kevork Malikyan Christian Volckman Action|Animation|Sci-Fi|Thriller
Demi Moore,Landon Liboiron,Michael Wincott,Jon Cassar,Drama|Western,forsaken,Demi Moore Landon Liboiron Michael Wincott Jon Cassar Drama|Western
Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,Richard Fleischer,Action|Adventure|Fantasy,red sonja,Ernie Reyes Jr. Brigitte Nielsen Sandahl Bergman Richard Fleischer Action|Adventure|Fantasy
Robert De Niro,Toby Jones,Craig Roberts,Rodrigo Cortés,Drama|Horror|Mystery|Thriller,red lights,Robert De Niro Toby Jones Craig Roberts Rodrigo Cortés Drama|Horror|Mystery|Thriller
Emma Stone,Joe Lo Truglio,Kevin Corrigan,Greg Mottola,Comedy,superbad,Emma Stone Joe Lo Truglio Kevin Corrigan Greg Mottola Comedy
Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,Tyler Perry,Comedy|Crime|Drama,madea goes to jail,Vanessa Ferlito Keshia Knight Pulliam Derek Luke Tyler Perry Comedy|Crime|Drama
Jason Momoa,Jennifer Hale,Stephen McHattie,David Hayter,Action|Horror,wolves,Jason Momoa Jennifer Hale Stephen McHattie David Hayter Action|Horror
Cassie Ventura,Mari Koda,Luis Rosado,Jon M. Chu,Drama|Music|Musical|Romance,step up 2: the streets,Cassie Ventura Mari Koda Luis Rosado Jon M. Chu Drama|Music|Musical|Romance
Anne Hathaway,Chazz Palminteri,Jim Belushi,Cory Edwards,Action|Animation|Comedy|Crime|Family,hoodwinked!,Anne Hathaway Chazz Palminteri Jim Belushi Cory Edwards Action|Animation|Comedy|Crime|Family
Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,Terry George,Drama|History|War,hotel rwanda,Don Cheadle Sophie Okonedo Hakeem Kae-Kazim Terry George Drama|History|War
Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,Xavier Gens,Action|Crime|Drama|Thriller,hitman,Henry Ian Cusick Dougray Scott Ulrich Thomsen Xavier Gens Action|Crime|Drama|Thriller
Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,Kasi Lemmons,Drama|Family|Music|Musical,black nativity,Jennifer Hudson Mary J. Blige Vondie Curtis-Hall Kasi Lemmons Drama|Family|Music|Musical
Bruce Willis,50 Cent,Jessica Lowndes,Brian A Miller,Action|Thriller,the prince,Bruce Willis 50 Cent Jessica Lowndes Brian A Miller Action|Thriller
Kirk Fox,Shawn Andrews,Rob Campbell,Matt Dillon,Crime|Drama|Thriller,city of ghosts,Kirk Fox Shawn Andrews Rob Campbell Matt Dillon Crime|Drama|Thriller
Fionnula Flanagan,Elaine Cassidy,Eric Sykes,Alejandro Amenábar,Fantasy|Horror|Thriller,the others,Fionnula Flanagan Elaine Cassidy Eric Sykes Alejandro Amenábar Fantasy|Horror|Thriller
Michael Biehn,Carrie Henn,Jenette Goldstein,James Cameron,Action|Adventure|Sci-Fi,aliens,Michael Biehn Carrie Henn Jenette Goldstein James Cameron Action|Adventure|Sci-Fi
Jeremy Brett,Rex Harrison,Theodore Bikel,George Cukor,Drama|Family|Musical|Romance,my fair lady,Jeremy Brett Rex Harrison Theodore Bikel George Cukor Drama|Family|Musical|Romance
Muse Watson,Sarah Michelle Gellar,Anne Heche,Jim Gillespie,Horror|Mystery|Thriller,i know what you did last summer,Muse Watson Sarah Michelle Gellar Anne Heche Jim Gillespie Horror|Mystery|Thriller
Rob Riggle,Damon Wayans Jr.,James D'Arcy,Luke Greenfield,Comedy,let's be cops,Rob Riggle Damon Wayans Jr. James D'Arcy Luke Greenfield Comedy
Virginia Madsen,Patrick Gallagher,M.C. Gainey,Alexander Payne,Adventure|Comedy|Drama|Romance,sideways,Virginia Madsen Patrick Gallagher M.C. Gainey Alexander Payne Adventure|Comedy|Drama|Romance
Chris Moss,Owain Yeoman,Jay Chandrasekhar,Jay Chandrasekhar,Comedy,beerfest,Chris Moss Owain Yeoman Jay Chandrasekhar Jay Chandrasekhar Comedy
Jamie Lee Curtis,Donald Pleasence,P.J. Soles,John Carpenter,Horror|Thriller,halloween,Jamie Lee Curtis Donald Pleasence P.J. Soles John Carpenter Horror|Thriller
Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Yimou Zhang,Action|Adventure|History,hero,Jet Li Tony Chiu Wai Leung Maggie Cheung Yimou Zhang Action|Adventure|History
Liam Aiken,Molly Shannon,Kevin Nealon,John Hoffman,Comedy|Drama|Family|Fantasy|Sci-Fi,good boy!,Liam Aiken Molly Shannon Kevin Nealon John Hoffman Comedy|Drama|Family|Fantasy|Sci-Fi
Harold Perrineau,Sanaa Lathan,Eddie Cibrian,Malcolm D. Lee,Comedy|Drama,the best man holiday,Harold Perrineau Sanaa Lathan Eddie Cibrian Malcolm D. Lee Comedy|Drama
Ryan Reynolds,Common,Alex Rocco,Joe Carnahan,Action|Crime|Drama|Thriller,smokin' aces,Ryan Reynolds Common Alex Rocco Joe Carnahan Action|Crime|Drama|Thriller
Costas Mandylor,Gina Holden,Betsy Russell,Kevin Greutert,Horror|Mystery,saw 3d: the final chapter,Costas Mandylor Gina Holden Betsy Russell Kevin Greutert Horror|Mystery
Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,Michael Lehmann,Comedy|Romance,40 days and 40 nights,Emmanuelle Vaugier Vinessa Shaw Paulo Costanzo Michael Lehmann Comedy|Romance
Jeff Bridges,Olivia Wilde,James Frain,Joseph Kosinski,Action|Adventure|Sci-Fi,tron: legacy,Jeff Bridges Olivia Wilde James Frain Joseph Kosinski Action|Adventure|Sci-Fi
Will Ferrell,Chris Kattan,Dan Hedaya,John Fortenberry,Comedy|Music|Romance,a night at the roxbury,Will Ferrell Chris Kattan Dan Hedaya John Fortenberry Comedy|Music|Romance
Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,Daniel Barnz,Drama|Fantasy|Romance,beastly,Alex Pettyfer Mary-Kate Olsen Erik Knudsen Daniel Barnz Drama|Fantasy|Romance
Dan Byrd,Greg Nicotero,Vinessa Shaw,Alexandre Aja,Horror,the hills have eyes,Dan Byrd Greg Nicotero Vinessa Shaw Alexandre Aja Horror
Kevin Grevioux,Jenna Boyd,Mary McCormack,Sam Weisman,Comedy,dickie roberts: former child star,Kevin Grevioux Jenna Boyd Mary McCormack Sam Weisman Comedy
Morgan Saylor,Valente Rodriguez,Diana Maria Riva,Niki Caro,Biography|Drama|Sport,"mcfarland, usa",Morgan Saylor Valente Rodriguez Diana Maria Riva Niki Caro Biography|Drama|Sport
Brandon T. Jackson,Loretta Devine,Shad Moss,Erik White,Comedy,lottery ticket,Brandon T. Jackson Loretta Devine Shad Moss Erik White Comedy
T.I.,Adam Boyer,Malika,Chris Robinson,Comedy|Crime|Drama|Music|Romance,atl,T.I. Adam Boyer Malika Chris Robinson Comedy|Crime|Drama|Music|Romance
Anna Kendrick,Hana Mae Lee,Ben Platt,Jason Moore,Comedy|Music|Romance,pitch perfect,Anna Kendrick Hana Mae Lee Ben Platt Jason Moore Comedy|Music|Romance
Marc Blucas,Brian Dennehy,Bruce Davison,Michael Tollin,Comedy|Drama|Romance|Sport,summer catch,Marc Blucas Brian Dennehy Bruce Davison Michael Tollin Comedy|Drama|Romance|Sport
Gary Cole,Bridget Fonda,Chelcie Ross,Sam Raimi,Crime|Drama|Thriller,a simple plan,Gary Cole Bridget Fonda Chelcie Ross Sam Raimi Crime|Drama|Thriller
Alexander Gould,Ethan Embry,Marc Blucas,Robert Harmon,Horror|Mystery|Thriller,they,Alexander Gould Ethan Embry Marc Blucas Robert Harmon Horror|Mystery|Thriller
Thomas F. Wilson,Larry the Cable Guy,Megyn Price,Trent Cooper,Comedy|Romance,larry the cable guy: health inspector,Thomas F. Wilson Larry the Cable Guy Megyn Price Trent Cooper Comedy|Romance
Vanessa Williams,Kevin Clash,Caroll Spinney,Gary Halvorson,Adventure|Comedy|Family|Fantasy|Musical,the adventures of elmo in grouchland,Vanessa Williams Kevin Clash Caroll Spinney Gary Halvorson Adventure|Comedy|Family|Fantasy|Musical
Don Cheadle,Lili Taylor,Armando Riesco,Antoine Fuqua,Crime|Drama|Thriller,brooklyn's finest,Don Cheadle Lili Taylor Armando Riesco Antoine Fuqua Crime|Drama|Thriller
Ava Gardner,David Niven,John Ireland,Nicholas Ray,Action|Adventure|Drama|History|War,55 days at peking,Ava Gardner David Niven John Ireland Nicholas Ray Action|Adventure|Drama|History|War
Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,Fede Alvarez,Horror,evil dead,Lou Taylor Pucci Elizabeth Blackmore Ellen Sandweiss Fede Alvarez Horror
Nia Vardalos,Harland Williams,Rachel Dratch,Donald Petrie,Comedy|Romance,my life in ruins,Nia Vardalos Harland Williams Rachel Dratch Donald Petrie Comedy|Romance
Judy Greer,Dennis Quaid,Chris Klein,Paul Weitz,Comedy|Music,american dreamz,Judy Greer Dennis Quaid Chris Klein Paul Weitz Comedy|Music
Jim Broadbent,Margot Kidder,William Hootkins,Sidney J. Furie,Action|Adventure|Family|Sci-Fi,superman iv: the quest for peace,Jim Broadbent Margot Kidder William Hootkins Sidney J. Furie Action|Adventure|Family|Sci-Fi
DeRay Davis,Clé Bennett,Conrad Coates,Ian Iqbal Rashid,Drama,how she move,DeRay Davis Clé Bennett Conrad Coates Ian Iqbal Rashid Drama
Paul Walker,Chazz Palminteri,Ivana Milicevic,Wayne Kramer,Action|Crime|Drama|Thriller,running scared,Paul Walker Chazz Palminteri Ivana Milicevic Wayne Kramer Action|Crime|Drama|Thriller
Aidan Quinn,Jeremy Northam,Paul Freeman,Rowdy Herrington,Biography|Drama|Romance|Sport,bobby jones: stroke of genius,Aidan Quinn Jeremy Northam Paul Freeman Rowdy Herrington Biography|Drama|Romance|Sport
Victor Wong,Paul Freeman,Clyde Kusatsu,Jim Goddard,Adventure|Crime|Drama|Romance,shanghai surprise,Victor Wong Paul Freeman Clyde Kusatsu Jim Goddard Adventure|Crime|Drama|Romance
Rufus Sewell,Eddie Marsan,Jake Wood,Neil Burger,Drama|Mystery|Romance|Thriller,the illusionist,Rufus Sewell Eddie Marsan Jake Wood Neil Burger Drama|Mystery|Romance|Thriller
Tippi Hedren,Melanie Griffith,Zakes Mokae,Noel Marshall,Adventure|Horror|Thriller,roar,Tippi Hedren Melanie Griffith Zakes Mokae Noel Marshall Adventure|Horror|Thriller
Brenda Fricker,David Murray,Gerard McSorley,Joel Schumacher,Biography|Crime|Drama|Thriller,veronica guerin,Brenda Fricker David Murray Gerard McSorley Joel Schumacher Biography|Crime|Drama|Thriller
Josh Hutcherson,Brady Corbet,Carlos Bardem,Andrea Di Stefano,Crime|Drama|Romance|Thriller,escobar: paradise lost,Josh Hutcherson Brady Corbet Carlos Bardem Andrea Di Stefano Crime|Drama|Romance|Thriller
Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,Richard Kelly,Comedy|Mystery|Sci-Fi|Thriller,southland tales,Janeane Garofalo Curtis Armstrong Chris Andrew Ciulla Richard Kelly Comedy|Mystery|Sci-Fi|Thriller
Rob Paulsen,Jess Harnell,Mary Mouser,Guillaume Ivernel,Adventure|Animation|Family|Fantasy,dragon hunters,Rob Paulsen Jess Harnell Mary Mouser Guillaume Ivernel Adventure|Animation|Family|Fantasy
George Peppard,Jan-Michael Vincent,Paul Winfield,Jack Smight,Sci-Fi,damnation alley,George Peppard Jan-Michael Vincent Paul Winfield Jack Smight Sci-Fi
Julianna Guill,Rick Gomez,Tim Williams,Todd Lincoln,Horror|Thriller,the apparition,Julianna Guill Rick Gomez Tim Williams Todd Lincoln Horror|Thriller
Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,Howard Zieff,Comedy|Drama|Family|Romance,my girl,Macaulay Culkin Jamie Lee Curtis Griffin Dunne Howard Zieff Comedy|Drama|Family|Romance
Robert Downey Jr.,Ty Burrell,Matt Servitto,Steven Shainberg,Biography|Drama|Romance,fur: an imaginary portrait of diane arbus,Robert Downey Jr. Ty Burrell Matt Servitto Steven Shainberg Biography|Drama|Romance
Rufus Sewell,Eddie Marsan,Jake Wood,Neil Burger,Drama|Mystery|Romance|Thriller,the illusionist,Rufus Sewell Eddie Marsan Jake Wood Neil Burger Drama|Mystery|Romance|Thriller
Hal Holbrook,Tamara Tunie,James Karen,Oliver Stone,Crime|Drama,wall street,Hal Holbrook Tamara Tunie James Karen Oliver Stone Crime|Drama
Alan Rickman,Kate Winslet,Tom Wilkinson,Ang Lee,Drama|Romance,sense and sensibility,Alan Rickman Kate Winslet Tom Wilkinson Ang Lee Drama|Romance
Anne Hathaway,Julie Walters,Laurence Fox,Julian Jarrold,Biography|Drama|Romance,becoming jane,Anne Hathaway Julie Walters Laurence Fox Julian Jarrold Biography|Drama|Romance
Danny Strong,Matt Long,Samm Levine,Joe Nussbaum,Comedy|Romance,sydney white,Danny Strong Matt Long Samm Levine Joe Nussbaum Comedy|Romance
Frances Fisher,Kim Dickens,Ron Eldard,Vadim Perelman,Drama,house of sand and fog,Frances Fisher Kim Dickens Ron Eldard Vadim Perelman Drama
Robin Williams,Josh Charles,Kurtwood Smith,Peter Weir,Comedy|Drama,dead poets society,Robin Williams Josh Charles Kurtwood Smith Peter Weir Comedy|Drama
Lauren Holly,Mike Starr,Teri Garr,Peter Farrelly,Comedy,dumb & dumber,Lauren Holly Mike Starr Teri Garr Peter Farrelly Comedy
Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,Rob Reiner,Comedy|Drama|Romance,when harry met sally...,Bruno Kirby Gretchen Palmer Harley Jane Kozak Rob Reiner Comedy|Drama|Romance
Charlotte Rampling,James Mason,Jack Warden,Sidney Lumet,Drama,the verdict,Charlotte Rampling James Mason Jack Warden Sidney Lumet Drama
Ethan Suplee,Rachel Blanchard,Paulo Costanzo,Todd Phillips,Comedy,road trip,Ethan Suplee Rachel Blanchard Paulo Costanzo Todd Phillips Comedy
Paul Walker,Ron Lester,Mark Walters,Brian Robbins,Comedy|Drama|Romance|Sport,varsity blues,Paul Walker Ron Lester Mark Walters Brian Robbins Comedy|Drama|Romance|Sport
Bérénice Bejo,Ed Lauter,Beth Grant,Michel Hazanavicius,Comedy|Drama|Romance,the artist,Bérénice Bejo Ed Lauter Beth Grant Michel Hazanavicius Comedy|Drama|Romance
Gary Oldman,Atticus Shaffer,Rachel Brosnahan,David S. Goyer,Drama|Fantasy|Horror|Mystery|Thriller,the unborn,Gary Oldman Atticus Shaffer Rachel Brosnahan David S. Goyer Drama|Fantasy|Horror|Mystery|Thriller
Bruce Willis,Bill Murray,Bob Balaban,Wes Anderson,Adventure|Comedy|Drama|Romance,moonrise kingdom,Bruce Willis Bill Murray Bob Balaban Wes Anderson Adventure|Comedy|Drama|Romance
Matt Bomer,Jordana Brewster,Lew Temple,Jonathan Liebesman,Horror,the texas chainsaw massacre: the beginning,Matt Bomer Jordana Brewster Lew Temple Jonathan Liebesman Horror
Clive Russell,Vincent Walsh,Finn Ireland,Cyrus Nowrasteh,Drama,the young messiah,Clive Russell Vincent Walsh Finn Ireland Cyrus Nowrasteh Drama
Jennifer Esposito,Kenan Thompson,James Brolin,Perry Andelin Blake,Comedy|Family,the master of disguise,Jennifer Esposito Kenan Thompson James Brolin Perry Andelin Blake Comedy|Family
Ivana Baquero,Maribel Verdú,Sergi López,Guillermo del Toro,Drama|Fantasy|War,pan's labyrinth,Ivana Baquero Maribel Verdú Sergi López Guillermo del Toro Drama|Fantasy|War
Joel Courtney,Jessika Van,Riley Smith,unknown,Drama|Fantasy|Mystery|Thriller,the messengers            ,Joel Courtney Jessika Van Riley Smith unknown Drama|Fantasy|Mystery|Thriller
Leslie Bibb,Angus T. Jones,Paul Sorvino,John Whitesell,Action|Comedy|Crime|Family,see spot run,Leslie Bibb Angus T. Jones Paul Sorvino John Whitesell Action|Comedy|Crime|Family
Mo'Nique,Snoop Dogg,Angell Conwell,John Singleton,Crime|Drama|Romance|Thriller,baby boy,Mo'Nique Snoop Dogg Angell Conwell John Singleton Crime|Drama|Romance|Thriller
Leighton Meester,Danneel Ackles,Frances Fisher,Christian E. Christiansen,Drama|Horror|Thriller,the roommate,Leighton Meester Danneel Ackles Frances Fisher Christian E. Christiansen Drama|Horror|Thriller
Brittany Daniel,Erik Per Sullivan,Fred Ward,Dennie Gordon,Adventure|Comedy|Drama,joe dirt,Brittany Daniel Erik Per Sullivan Fred Ward Dennie Gordon Adventure|Comedy|Drama
Bolo Yeung,Alonna Shaw,Kamel Krifa,Sheldon Lettich,Action|Crime,double impact,Bolo Yeung Alonna Shaw Kamel Krifa Sheldon Lettich Action|Crime
Bill Bailey,Joe Cornish,Billie Whitelaw,Edgar Wright,Action|Comedy|Mystery,hot fuzz,Bill Bailey Joe Cornish Billie Whitelaw Edgar Wright Action|Comedy|Mystery
Jada Pinkett Smith,Debi Mazar,Debra Messing,Diane English,Comedy|Drama,the women,Jada Pinkett Smith Debi Mazar Debra Messing Diane English Comedy|Drama
Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,Woody Allen,Drama|Romance,vicky cristina barcelona,Scarlett Johansson Kevin Dunn Christopher Evan Welch Woody Allen Drama|Romance
Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,Peter Flinth,Action|Adventure|Drama|Romance|War,arn: the knight templar,Gustaf Skarsgård Michael Nyqvist Vincent Perez Peter Flinth Action|Adventure|Drama|Romance|War
Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Jon Lucas,Comedy,bad moms,Mila Kunis Jay Hernandez Jada Pinkett Smith Jon Lucas Comedy
Alyson Hannigan,Amanda Detmer,Tsianina Joelson,Robert Iscove,Comedy|Drama|Romance,boys and girls,Alyson Hannigan Amanda Detmer Tsianina Joelson Robert Iscove Comedy|Drama|Romance
Patrick Fugit,Cole Hauser,Marc Donato,Peter Kosminsky,Drama,white oleander,Patrick Fugit Cole Hauser Marc Donato Peter Kosminsky Drama
J.K. Simmons,Amy Sedaris,Cynthia Stevenson,Karyn Kusama,Comedy|Fantasy|Horror,jennifer's body,J.K. Simmons Amy Sedaris Cynthia Stevenson Karyn Kusama Comedy|Fantasy|Horror
Will Ferrell,Jamie Lee Curtis,Tracey Walter,Nick Gomez,Comedy|Crime|Mystery,drowning mona,Will Ferrell Jamie Lee Curtis Tracey Walter Nick Gomez Comedy|Crime|Mystery
Mike Starr,Don Pardo,Julie Kavner,Woody Allen,Comedy,radio days,Mike Starr Don Pardo Julie Kavner Woody Allen Comedy
Nicolas Cage,Lea Thompson,Quinton Aaron,Vic Armstrong,Action|Drama|Fantasy|Mystery|Thriller,left behind,Nicolas Cage Lea Thompson Quinton Aaron Vic Armstrong Action|Drama|Fantasy|Mystery|Thriller
Robert Pattinson,Lena Olin,Ruby Jerins,Allen Coulter,Drama|Romance,remember me,Robert Pattinson Lena Olin Ruby Jerins Allen Coulter Drama|Romance
Dylan Baker,Alexandra Holden,Trent Ford,Clare Kilner,Comedy|Drama|Romance,how to deal,Dylan Baker Alexandra Holden Trent Ford Clare Kilner Comedy|Drama|Romance
Jon Lovitz,Alyson Hannigan,Tony Jay,Richard Benjamin,Comedy|Romance|Sci-Fi,my stepmother is an alien,Jon Lovitz Alyson Hannigan Tony Jay Richard Benjamin Comedy|Romance|Sci-Fi
Denzel Washington,Tom Hanks,Jason Robards,Jonathan Demme,Drama,philadelphia,Denzel Washington Tom Hanks Jason Robards Jonathan Demme Drama
Gretchen Mol,Craig Bierko,Brad William Henke,Josef Rusnak,Mystery|Sci-Fi|Thriller,the thirteenth floor,Gretchen Mol Craig Bierko Brad William Henke Josef Rusnak Mystery|Sci-Fi|Thriller
Farrah Fawcett,Vincent Pastore,Jenifer Lewis,Lance Rivera,Comedy,the cookout,Farrah Fawcett Vincent Pastore Jenifer Lewis Lance Rivera Comedy
Martin Landau,Karl Malden,Brian Keith,Ronald Neame,Action|Drama|Sci-Fi|Thriller,meteor,Martin Landau Karl Malden Brian Keith Ronald Neame Action|Drama|Sci-Fi|Thriller
Lochlyn Munro,Marian Seldes,Huey Lewis,Bruce Paltrow,Comedy|Drama|Music,duets,Lochlyn Munro Marian Seldes Huey Lewis Bruce Paltrow Comedy|Drama|Music
Woody Allen,Debra Messing,Treat Williams,Woody Allen,Comedy|Romance,hollywood ending,Woody Allen Debra Messing Treat Williams Woody Allen Comedy|Romance
Natasha Lyonne,Lin Shaye,Shannon Tweed,Adam Rifkin,Comedy|Music,detroit rock city,Natasha Lyonne Lin Shaye Shannon Tweed Adam Rifkin Comedy|Music
Christopher Lambert,Jon Polito,Celia Imrie,Russell Mulcahy,Action|Adventure|Fantasy,highlander,Christopher Lambert Jon Polito Celia Imrie Russell Mulcahy Action|Adventure|Fantasy
Alison Lohman,Omar Benson Miller,Robin Weigert,Susanne Bier,Drama,things we lost in the fire,Alison Lohman Omar Benson Miller Robin Weigert Susanne Bier Drama
Charles Napier,Annabeth Gish,Hill Harper,Kenneth Johnson,Action|Crime|Sci-Fi,steel,Charles Napier Annabeth Gish Hill Harper Kenneth Johnson Action|Crime|Sci-Fi
Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,James Gray,Drama|Romance,the immigrant,Jeremy Renner Dagmara Dominczyk Angela Sarafyan James Gray Drama|Romance
Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,James Ivory,Drama|History|Romance|War,the white countess,Vanessa Redgrave Natasha Richardson Lynn Redgrave James Ivory Drama|History|Romance|War
Rosario Dawson,Spencer Wilding,Tuppence Middleton,Danny Boyle,Crime|Drama|Mystery|Thriller,trance,Rosario Dawson Spencer Wilding Tuppence Middleton Danny Boyle Crime|Drama|Mystery|Thriller
Mo'Nique,Snoop Dogg,Tom Arnold,Jessy Terrero,Comedy,soul plane,Mo'Nique Snoop Dogg Tom Arnold Jessy Terrero Comedy
Dany Boon,Kad Merad,Michel Galabru,Dany Boon,Comedy|Romance,welcome to the sticks,Dany Boon Kad Merad Michel Galabru Dany Boon Comedy|Romance
Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,Vicente Amorim,Drama|Romance|War,good,Viggo Mortensen Jodie Whittaker Steven Mackintosh Vicente Amorim Drama|Romance|War
